pl_name	pl_orbsmax	pl_eqt	pl_orbper	pl_masse	pl_masseerr1	pl_masseerr2	pl_rade	pl_radeerr1	pl_radeerr2	st_rad	st_mass	st_teff	st_spectype	sy_jmag	sy_vmag	sy_kmag	sy_dist	sy_pnum	hostname	disc_year	TSM	td_perc	sig_prim_ppm	sig_seco_ppm	ARIEL	JWST
Kepler-18 b	0.0447	1284.3658074226855	3.504725	6.9	3.4	-3.4	2.0	0.1	-0.1	1.11	0.97	5345.0		12.189	13.771	11.756	433.047	3	Kepler-18	2011	6.0	0.02728680424389317	68.0	5.0		
K2-285 e	0.18041	500.9	14.76289	10.7			1.95	0.05	-0.05	0.79	0.83	4975.0	K2 V	10.477	12.075	9.971	154.961	4	K2-285	2018	6.0	0.051209870979248215	31.0	2.0		
HD 23472 e	0.068	723.0	7.90754	0.72	0.28	-0.27	0.818	0.08	-0.065	0.71	0.67	4684.0	K4 V	7.865	9.73	7.207	39.0341	5	HD 23472	2022	6.0	0.01115651494163942	61.0	5.0		
Kepler-538 b	0.3554	417.0	81.73778	12.9	2.9	-2.9	2.215	0.04	-0.034	0.87	0.89	5534.0		10.026	11.27	9.645001	155.956	1	Kepler-538	2016	6.0	0.05448131699655064	26.0	2.0		
Kepler-80 e	0.0491	814.7096510114793	4.64489	4.13	0.81	-0.95	1.6	0.08	-0.07	0.68	0.73	4540.0	K5	12.954	15.23	12.253	369.451	6	Kepler-80	2014	6.0	0.04653297094657547	98.0	8.0		
WASP-132 c	0.0182	1459.2100554087142	1.011534	37.35			1.85	0.1	-0.1	0.75	0.78	4714.0	K4	10.257	11.938	9.674	122.91	2	WASP-132	2022	5.0	0.05113986432853907	25.0	2.0		
Kepler-1661 b	0.633	243.0	175.06	17.0	12.0	-12.0	3.87	0.06	-0.06	0.76	0.84	5100.0	K	12.729	14.357	12.162	410.607	1	Kepler-1661	2020	5.0	0.21793821372128472	80.0	6.0		
EPIC 249893012 b	0.047	1616.0	3.5951	8.75	1.09	-1.08	1.95	0.09	-0.08	1.71	1.05	5430.0	G8 IV/V	10.216	11.429	9.714	321.296	3	EPIC 249893012	2020	5.0	0.010929886282325779	26.0	2.0		
TOI-2285 b	0.1363	284.0	27.26955	19.5			1.74	0.08	-0.08	0.46	0.45	3491.0		9.86	13.403	9.034	42.409	1	TOI-2285	2021	5.0	0.12026007620551515	20.0	2.0		
Kepler-107 e	0.12638	955.0	14.749143	14.1	3.3	-3.3	2.903	0.035	-0.035	1.45	1.24	5854.0		11.392	12.543	11.06	525.997	4	Kepler-107	2014	5.0	0.03368966625621333	44.0	4.0		
Kepler-20 d	0.3474	430.0	77.611455	13.4	3.7	-3.6	2.606	0.053	-0.039	0.92	0.93	5495.0		11.252	12.61	10.871	282.563	6	Kepler-20	2011	5.0	0.06743910679165327	38.0	3.0		
Kepler-107 b	0.04544	1592.0	3.1800218	3.8	1.8	-1.7	1.536	0.025	-0.025	1.45	1.24	5854.0		11.392	12.543	11.06	525.997	4	Kepler-107	2014	5.0	0.009431593368687704	40.0	3.0		
K2-3 d	0.2014	305.2	44.55603	2.2			1.458	0.056	-0.051	0.55	0.55	3844.0	M V	9.421	12.168	8.561	44.0727	3	K2-3	2015	4.0	0.059064741893427204	79.0	6.0		
Kepler-10 b	0.01685	2188.0	0.8374907	3.26	0.3	-0.3	1.47	0.03	-0.02	1.06	0.91	5708.0		9.889	11.043	9.496	185.506	3	Kepler-10	2011	4.0	0.016164474128600857	106.0	8.0		
Kepler-323 c	0.0458	1431.0	3.5538229	6.8	3.4	-3.2	1.57	0.04	-0.04	1.12	1.01	6004.0		11.689	12.78	11.354	454.883	2	Kepler-323	2014	4.0	0.016515886930462676	36.0	3.0		
Kepler-22 b	0.812	279.0	289.863876	9.1			2.1	0.12	-0.12	0.87	0.86	5596.0		10.523	11.751	10.152	194.642	1	Kepler-22	2011	4.0	0.04897097217408259	21.0	2.0		
K2-36 b	0.02288	1328.0	1.422614	4.3	1.4	-1.4	1.43	0.08	-0.08	0.72	0.79	4916.0		10.034	11.726	9.454001	109.749	2	K2-36	2016	3.0	0.03315474740960224	97.0	8.0		
HD 21749 c	0.0695	701.0	7.78993	3.7			0.892	0.064	-0.058	0.69	0.73	4640.0	K4.5	6.081	8.08	5.375	16.32	2	GJ 143	2019	3.0	0.01404656615052407	16.0	1.0		
Kepler-93 b	0.05343	1133.0	4.72673978	4.66	0.53	-0.53	1.478	0.019	-0.019	0.92	0.91	5669.0		8.771	9.996	8.37	95.9115	2	Kepler-93	2014	3.0	0.021692612325747172	52.0	4.0		
Kepler-289 b	0.21	630.3045944886079	34.545	7.3	6.8	-6.8	2.15	0.1	-0.1	1.0	1.08	5990.0		12.861	14.142	12.508	704.438	3	Kepler-289	2014	3.0	0.03885219513747346	48.0	4.0		
Kepler-80 d	0.0372	935.9920006243073	3.07222	6.75	0.69	-0.51	1.53	0.09	-0.07	0.68	0.73	4540.0	K5	12.954	15.23	12.253	369.451	6	Kepler-80	2014	3.0	0.04255040300345255	60.0	5.0		
HIP 94235 b	0.0787	1060.0	7.713057	379.0			3.0	0.32	-0.28	1.08	1.09	5991.0	G V	7.201	8.31	6.881	58.5146	1	HIP 94235	2022	3.0	0.06485353300328084	4.0	0.0	True	
Kepler-62 d	0.12	510.0	18.16406	14.0			1.95	0.07	-0.07	0.64	0.69	4925.0	K2 V	12.256	13.965	11.659	300.874	5	Kepler-62	2013	3.0	0.07802754022985547	37.0	3.0		
K2-66 b	0.05983	1372.0	5.06963	21.3	3.6	-3.6	2.49	0.34	-0.24	1.67	1.11	5887.0		10.948	11.71	10.609	513.877	1	K2-66	2016	3.0	0.018685485797477124	20.0	2.0		
HD 93963 A b	0.02085	2042.0	1.0391353	7.8	3.2	-3.2	1.35	0.042	-0.042	1.04	1.11	5987.0	G0 V	8.108	9.182	7.776	82.3432	2	HD 93963 A	2022	3.0	0.01416248620677045	33.0	3.0		
TOI-1670 b	0.103	1062.0	10.98462	41.31769			2.06	0.19	-0.15	1.32	1.21	6170.0	F7 V	8.968	9.889	8.724	168.067	2	TOI-1670	2022	3.0	0.0204703477179711	7.0	1.0		
LP 890-9 b	0.01875	396.0	2.7299025	13.2			1.32	0.053	-0.027	0.16	0.12	2850.0	M6 V	12.258	18.0	11.344	32.4298	2	LP 890-9	2022	2.0	0.5720665292686399	151.0	12.0		
KOI-94 b	0.05119	1486.0	3.743208	10.5	4.6	-4.6	1.71	0.16	-0.16	1.52	1.28	6182.0		11.218	12.314	10.926	477.052	4	KOI-94	2013	2.0	0.010637600750863138	17.0	1.0		
K2-415 b	0.027	412.4	4.0179694	7.5			1.015	0.051	-0.005	0.2	0.16	3173.0	M5 V	10.739	15.33	9.899	21.8182	1	K2-415	2023	2.0	0.21647648856410814	80.0	6.0		
Kepler-11 g	0.466	411.85072396513806	118.3807	25.0			3.33	0.06	-0.08	1.06	0.96	5663.0		12.548	13.817	12.18	646.346	6	Kepler-11	2010	2.0	0.08294980663827205	30.0	2.0		
Kepler-107 c	0.06064	1378.0	4.901452	10.0	2.0	-2.0	1.597	0.026	-0.026	1.45	1.24	5854.0		11.392	12.543	11.06	525.997	4	Kepler-107	2014	2.0	0.01019559250379835	15.0	1.0		
TOI-251 b	0.05741	1109.1460359993393	4.93777	317.83			2.74	0.18	-0.18	0.88	1.04	5875.0		8.766	9.887	8.426	99.523	1	TOI-251	2021	2.0	0.08148439077357422	5.0	0.0		
K2-32 e	0.04899	1066.0	4.34934	2.1	1.3	-1.1	1.212	0.052	-0.046	0.86	0.83	5271.0		10.404	12.304	9.821	157.682	4	K2-32	2019	2.0	0.016693483748840846	68.0	5.0		
HD 137496 b	0.02732	2130.0	1.62116	4.04	0.55	-0.55	1.31	0.06	-0.05	1.59	1.04	5799.0	G	8.646	9.899	8.244	155.317	2	HD 137496	2021	2.0	0.005705411644755413	26.0	2.0		
HD 22946 b	0.05727	1241.0	4.040295	13.71			1.362	0.04	-0.04	1.12	1.1	6169.0		7.25	8.270001	6.981	62.7792	3	HD 22946	2022	1.0	0.012429590228825999	10.0	1.0		
Kepler-409 b	0.3192	438.0	68.9583216	6.0			1.199	0.043	-0.043	0.9	0.91	5421.0		8.2	9.636	7.768	68.173	1	Kepler-409	2014	1.0	0.014917360623847924	9.0	1.0		
Kepler-102 d	0.08618	686.0	10.311767	3.0	1.3	-1.3	1.154	0.058	-0.058	0.72	0.8	4909.0		9.984	12.072	9.351	107.796	5	Kepler-102	2014	1.0	0.021591621889249284	38.0	3.0		
Kepler-68 c	0.09008	1052.0	9.605027	1.3			0.979	0.019	-0.019	1.26	1.06	5847.0		8.975	10.077	8.588	144.166	4	Kepler-68	2013	1.0	0.005074145716342651	27.0	2.0		
Kepler-20 f	0.1387	681.0	19.578328	1.4			0.952	0.047	-0.087	0.92	0.93	5495.0		11.252	12.61	10.871	282.563	6	Kepler-20	2011	1.0	0.008999883414698375	28.0	2.0		
Kepler-20 e	0.0637	1004.0	6.0984882	0.76			0.821	0.022	-0.022	0.92	0.93	5495.0		11.252	12.61	10.871	282.563	6	Kepler-20	2011	1.0	0.006693438864582641	48.0	4.0		
Kepler-323 b	0.02778	1838.0	1.678328	3.9			1.381	0.035	-0.035	1.12	1.01	6004.0		11.689	12.78	11.354	454.883	2	Kepler-323	2014	1.0	0.012778796476201112	55.0	4.0		
K2-417 b	0.063	558.0	6.535	699.2225			3.31	0.14	-0.12	0.58	0.57	3861.0	M V	10.908	13.909	10.06	94.0424	1	K2-417	2023	1.0	0.27374023889615623	5.0	0.0		
Kepler-37 c	0.139	615.0	21.301848	1.3			0.755	0.033	-0.055	0.79	0.79	5357.0		8.356	9.770001	7.942	63.9207	4	Kepler-37	2013	1.0	0.007676767049295454	18.0	1.0		
K2-136 b	0.0707	610.0	7.9752	4.3			1.014	0.05	-0.049	0.68	0.74	4500.0		9.096	11.101	8.368	59.2474	3	K2-136	2017	1.0	0.01868945882632231	18.0	1.0		
Kepler-129 c	0.39	572.293455552938	82.2	43.0	13.0	-12.0	2.52	0.07	-0.07	1.65	1.18	5770.0	G4 V	10.6	11.809	10.252	408.845	3	Kepler-129	2014	1.0	0.019605225170810245	4.0	0.0		
K2-233 b	0.03308	1121.0	2.4675	11.26			1.343	0.018	-0.016	0.71	0.79	5033.0		8.968	10.883	8.375	67.5062	3	K2-233	2018	1.0	0.030072807159768594	27.0	2.0		
K2-233 c	0.06666	790.0	7.06005	12.81			1.281	0.022	-0.021	0.71	0.79	5033.0		8.968	10.883	8.375	67.5062	3	K2-233	2018	1.0	0.02736025895820142	14.0	1.0		
LP 890-9 c	0.03984	272.0	8.457463	25.3			1.367	0.055	-0.039	0.16	0.12	2850.0	M6 V	12.258	18.0	11.344	32.4298	2	LP 890-9	2022	1.0	0.6135298614052372	60.0	5.0		
Kepler-62 f	0.718	208.0	267.291	35.0			1.41	0.07	-0.07	0.64	0.69	4925.0	K2 V	12.256	13.965	11.659	300.874	5	Kepler-62	2013	0.0	0.040795937601834496	2.0	0.0		
Kepler-102 f	0.1656	495.0	27.453592	4.3			0.861	0.022	-0.022	0.72	0.8	4909.0		9.984	12.072	9.351	107.796	5	Kepler-102	2014	0.0	0.012019321484881284	8.0	1.0		
Kepler-1876 b	0.0758	1299.0	6.99205	2.4			0.853	0.039	-0.026	1.48	1.19	6104.0		9.771	10.793	9.472	259.935	1	Kepler-1876	2021	0.0	0.0027919862365914662	9.0	1.0		
TOI-1749 b	0.0291	831.0	2.38839	57.0			1.39	0.21	-0.19	0.55	0.58	3985.0	M0 V	11.069	13.86	10.27	99.5561	3	TOI-1749	2021	0.0	0.05368375220028693	7.0	1.0		
KOI-3503 b		785.0	21.185	9.2			1.19	0.24	-0.19	1.25	0.86	6001.0		12.807	13.831	12.483	887.064	2	KOI-3503	2021	0.0	0.007617501322200703	5.0	0.0		
Kepler-62 b	0.0553	750.0	5.714932	9.0			1.31	0.04	-0.04	0.64	0.69	4925.0	K2 V	12.256	13.965	11.659	300.874	5	Kepler-62	2013	0.0	0.03521448041773965	26.0	2.0		
KOI-3503 c		686.0	31.828	10.36			1.21	0.28	-0.09	1.25	0.86	6001.0		12.807	13.831	12.483	887.064	2	KOI-3503	2021	0.0	0.007875703471389061	4.0	0.0		
Kepler-32 b	0.05	612.281077045455	5.90124	1303.0			2.2	0.2	-0.2	0.53	0.58	3900.0		13.616	16.36	12.757	323.847	5	Kepler-32	2011	0.0	0.14482124074677807	1.0	0.0		
KOI-4777.01	0.008	1180.0	0.412	99.2			0.51	0.03	-0.03	0.4	0.41	3515.0		13.221	16.413	12.449	172.245	1	KOI-4777	2014	0.0	0.013663407186664209	1.0	0.0		
Kepler-102 b	0.05521	857.0	5.286965	1.1			0.46	0.026	-0.026	0.72	0.8	4909.0		9.984	12.072	9.351	107.796	5	Kepler-102	2014	0.0	0.003430751895873556	8.0	1.0		
Kepler-27 b	0.118	582.2534356482075	15.3348	2895.31			4.0			0.59	0.65	5400.0		14.484	15.822	14.118	1044.36	3	Kepler-27	2011	0.0	0.38632659016260595	2.0	0.0		
KOI-1831 d		475.0	34.169	2.23	0.5	-0.84	1.13	0.05	-0.05	0.83	0.9	5233.0		12.783	14.222	12.291	501.574	4	Kepler-324	2021	0.0	0.015578991620596385	25.0	2.0		
Kepler-101 c	0.0684	1413.0	6.02976	3.78			1.25	0.19	-0.17	1.56	1.17	5667.0	G3 IV	12.403	13.7	12.011	927.981	2	Kepler-101	2014	0.0	0.0053964663186901575	17.0	1.0		
Kepler-102 c	0.06702	777.0	7.071392	1.7			0.567	0.028	-0.028	0.72	0.8	4909.0		9.984	12.072	9.351	107.796	5	Kepler-102	2014	0.0	0.005212424367922936	9.0	1.0		
Kepler-28 b	0.062	743.7023582489913	5.9123	479.9			3.6			0.7	0.75	4590.0		13.334	15.13	12.719	438.359	2	Kepler-28	2011	0.0	0.22230414630375217	8.0	1.0		
Kepler-37 b	0.1019	718.0	13.36702	0.79			0.31	0.006	-0.008	0.79	0.79	5357.0		8.356	9.770001	7.942	63.9207	4	Kepler-37	2013	0.0	0.001294219224485405	2.0	0.0		
Kepler-62 c	0.0929	578.0	12.4417	4.0			0.54	0.03	-0.03	0.64	0.69	4925.0	K2 V	12.256	13.965	11.659	300.874	5	Kepler-62	2013	0.0	0.005983650422360515	3.0	0.0		
TOI-1221 b	0.387	440.0	91.68278	1112.39942			2.91	0.13	-0.12	1.03	0.93	5592.0		9.433	10.494	9.036	138.411	1	TOI-1221	2023	0.0	0.06708882259037674	1.0	0.0		
Kepler-107 d	0.08377	1173.0	7.95839	7.7			0.86	0.06	-0.06	1.45	1.24	5854.0		11.392	12.543	11.06	525.997	4	Kepler-107	2014	0.0	0.002956647430200121	3.0	0.0		
Kepler-32 c	0.09	456.3673698701412	8.7522	158.9			2.0	0.2	-0.2	0.53	0.58	3900.0		13.616	16.36	12.757	323.847	5	Kepler-32	2011	0.0	0.11968697582378351	5.0	0.0		
Kepler-23 c	0.099	1088.328439238829	10.7421	858.1			3.2			1.52	1.11	5760.0		12.353	13.567	11.998	835.756	3	Kepler-23	2011	0.0	0.03725215679656597	1.0	0.0		
Kepler-28 c	0.081	650.6575805304124	8.9858	432.23			3.4			0.7	0.75	4590.0		13.334	15.13	12.719	438.359	2	Kepler-28	2011	0.0	0.19828980951168018	7.0	1.0		
Kepler-24 b	0.08	1022.8411379732946	8.1453	508.5			2.4			1.07	1.03	5800.0		13.763	15.04	13.372	1156.81	4	Kepler-24	2011	0.0	0.04228570440459178	1.0	0.0		
Kepler-23 b	0.075	1250.394179843282	7.1073	254.3			1.9			1.52	1.11	5760.0		12.353	13.567	11.998	835.756	3	Kepler-23	2011	0.0	0.013132840433164369	1.0	0.0		
Kepler-62 e	0.427	270.0	122.3874	36.0			1.61	0.05	-0.05	0.64	0.69	4925.0	K2 V	12.256	13.965	11.659	300.874	5	Kepler-62	2013	0.0	0.05319005576063337	4.0	0.0		
K2-416 b	0.088	447.0	13.102	1652.70772			2.66	0.19	-0.14	0.55	0.55	3746.0	M V	11.585	14.794	10.734	120.311	1	K2-416	2023	0.0	0.19659684129618044	1.0	0.0		
Kepler-31 d	0.4	533.9154341260084	87.6451	2161.244			3.9	0.8	-0.8	1.22	1.21	6340.0		14.233	15.496	13.871	1664.64	3	Kepler-31	2014	0.0	0.08589110582679067	1.0	0.0		
Kepler-24 c	0.106	888.5875981835801	12.3335	508.5			2.8			1.07	1.03	5800.0		13.763	15.04	13.372	1156.81	4	Kepler-24	2011	0.0	0.05755554210624991	2.0	0.0		
